2024-04-14 15:20:48,286:WARNING:
'prophet' is a soft dependency and not included in the pycaret installation. Please run: `pip install prophet` to install.
2024-04-14 15:20:57,138:INFO:PyCaret TSForecastingExperiment
2024-04-14 15:20:57,138:INFO:Logging name: ts-default-name
2024-04-14 15:20:57,138:INFO:ML Usecase: MLUsecase.TIME_SERIES
2024-04-14 15:20:57,138:INFO:version 3.3.0
2024-04-14 15:20:57,138:INFO:Initializing setup()
2024-04-14 15:20:57,138:INFO:self.USI: 03a5
2024-04-14 15:20:57,138:INFO:self._variable_keys: {'log_plots_param', 'gpu_n_jobs_param', 'X_test', 'USI', 'n_jobs_param', 'y_transformed', 'html_param', 'memory', 'exogenous_present', 'seasonality_present', 'X_test_transformed', 'exp_id', 'y_train', 'y_test_transformed', 'fh', 'exp_name_log', 'fold_generator', 'enforce_pi', 'X', 'y_train_transformed', 'all_sps_to_use', 'model_engines', 'X_transformed', 'idx', 'pipeline', 'enforce_exogenous', 'y', 'strictly_positive', 'data', 'candidate_sps', 'approach_type', '_available_plots', 'index_type', 'seed', 'significant_sps', 'gpu_param', 'logging_param', 'X_train_transformed', 'y_test', '_ml_usecase', 'X_train', 'significant_sps_no_harmonics', 'fold_param', 'primary_sp_to_use'}
2024-04-14 15:20:57,138:INFO:Checking environment
2024-04-14 15:20:57,138:INFO:python_version: 3.11.8
2024-04-14 15:20:57,138:INFO:python_build: ('main', 'Feb 26 2024 21:34:05')
2024-04-14 15:20:57,138:INFO:machine: AMD64
2024-04-14 15:20:57,138:INFO:platform: Windows-10-10.0.19044-SP0
2024-04-14 15:20:57,138:INFO:Memory: svmem(total=17179398144, available=8050708480, percent=53.1, used=9128689664, free=8050708480)
2024-04-14 15:20:57,138:INFO:Physical Core: 2
2024-04-14 15:20:57,138:INFO:Logical Core: 4
2024-04-14 15:20:57,138:INFO:Checking libraries
2024-04-14 15:20:57,138:INFO:System:
2024-04-14 15:20:57,138:INFO:    python: 3.11.8 | packaged by Anaconda, Inc. | (main, Feb 26 2024, 21:34:05) [MSC v.1916 64 bit (AMD64)]
2024-04-14 15:20:57,138:INFO:executable: C:\Users\biauser\anaconda3\envs\python311\python.exe
2024-04-14 15:20:57,138:INFO:   machine: Windows-10-10.0.19044-SP0
2024-04-14 15:20:57,138:INFO:PyCaret required dependencies:
2024-04-14 15:20:58,619:INFO:                 pip: 23.3.1
2024-04-14 15:20:58,619:INFO:          setuptools: 68.2.2
2024-04-14 15:20:58,619:INFO:             pycaret: 3.3.0
2024-04-14 15:20:58,619:INFO:             IPython: 8.22.2
2024-04-14 15:20:58,619:INFO:          ipywidgets: 8.1.2
2024-04-14 15:20:58,619:INFO:                tqdm: 4.66.2
2024-04-14 15:20:58,619:INFO:               numpy: 1.25.2
2024-04-14 15:20:58,619:INFO:              pandas: 2.1.4
2024-04-14 15:20:58,619:INFO:              jinja2: 3.1.3
2024-04-14 15:20:58,620:INFO:               scipy: 1.11.4
2024-04-14 15:20:58,620:INFO:              joblib: 1.3.2
2024-04-14 15:20:58,620:INFO:             sklearn: 1.4.1.post1
2024-04-14 15:20:58,620:INFO:                pyod: 1.1.3
2024-04-14 15:20:58,620:INFO:            imblearn: 0.12.0
2024-04-14 15:20:58,620:INFO:   category_encoders: 2.6.3
2024-04-14 15:20:58,620:INFO:            lightgbm: 4.3.0
2024-04-14 15:20:58,620:INFO:               numba: 0.58.1
2024-04-14 15:20:58,620:INFO:            requests: 2.31.0
2024-04-14 15:20:58,620:INFO:          matplotlib: 3.7.5
2024-04-14 15:20:58,620:INFO:          scikitplot: 0.3.7
2024-04-14 15:20:58,620:INFO:         yellowbrick: 1.5
2024-04-14 15:20:58,620:INFO:              plotly: 5.19.0
2024-04-14 15:20:58,621:INFO:    plotly-resampler: Not installed
2024-04-14 15:20:58,621:INFO:             kaleido: 0.2.1
2024-04-14 15:20:58,621:INFO:           schemdraw: 0.15
2024-04-14 15:20:58,621:INFO:         statsmodels: 0.14.1
2024-04-14 15:20:58,621:INFO:              sktime: 0.27.0
2024-04-14 15:20:58,621:INFO:               tbats: 1.1.3
2024-04-14 15:20:58,621:INFO:            pmdarima: 2.0.4
2024-04-14 15:20:58,621:INFO:              psutil: 5.9.8
2024-04-14 15:20:58,621:INFO:          markupsafe: 2.1.5
2024-04-14 15:20:58,621:INFO:             pickle5: Not installed
2024-04-14 15:20:58,621:INFO:         cloudpickle: 3.0.0
2024-04-14 15:20:58,621:INFO:         deprecation: 2.1.0
2024-04-14 15:20:58,621:INFO:              xxhash: 3.4.1
2024-04-14 15:20:58,621:INFO:           wurlitzer: Not installed
2024-04-14 15:20:58,622:INFO:PyCaret optional dependencies:
2024-04-14 15:21:06,178:INFO:                shap: 0.44.1
2024-04-14 15:21:06,178:INFO:           interpret: 0.5.1
2024-04-14 15:21:06,178:INFO:                umap: 0.5.5
2024-04-14 15:21:06,178:INFO:     ydata_profiling: 4.6.5
2024-04-14 15:21:06,178:INFO:  explainerdashboard: 0.4.5
2024-04-14 15:21:06,178:INFO:             autoviz: Not installed
2024-04-14 15:21:06,178:INFO:           fairlearn: 0.7.0
2024-04-14 15:21:06,178:INFO:          deepchecks: Not installed
2024-04-14 15:21:06,178:INFO:             xgboost: Not installed
2024-04-14 15:21:06,178:INFO:            catboost: 1.2.3
2024-04-14 15:21:06,179:INFO:              kmodes: 0.12.2
2024-04-14 15:21:06,179:INFO:             mlxtend: 0.23.1
2024-04-14 15:21:06,179:INFO:       statsforecast: 1.5.0
2024-04-14 15:21:06,179:INFO:        tune_sklearn: Not installed
2024-04-14 15:21:06,179:INFO:                 ray: Not installed
2024-04-14 15:21:06,179:INFO:            hyperopt: 0.2.7
2024-04-14 15:21:06,179:INFO:              optuna: 3.5.0
2024-04-14 15:21:06,179:INFO:               skopt: 0.9.0
2024-04-14 15:21:06,179:INFO:              mlflow: 2.11.1
2024-04-14 15:21:06,179:INFO:              gradio: 4.20.0
2024-04-14 15:21:06,179:INFO:             fastapi: 0.110.0
2024-04-14 15:21:06,179:INFO:             uvicorn: 0.27.1
2024-04-14 15:21:06,179:INFO:              m2cgen: 0.10.0
2024-04-14 15:21:06,179:INFO:           evidently: 0.4.16
2024-04-14 15:21:06,179:INFO:               fugue: 0.8.6
2024-04-14 15:21:06,180:INFO:           streamlit: Not installed
2024-04-14 15:21:06,180:INFO:             prophet: Not installed
2024-04-14 15:21:06,180:INFO:None
2024-04-14 15:21:06,185:INFO:Set Forecast Horizon.
2024-04-14 15:21:06,186:INFO:Set up Train-Test Splits.
2024-04-14 15:31:14,914:INFO:PyCaret TSForecastingExperiment
2024-04-14 15:31:14,914:INFO:Logging name: ts-default-name
2024-04-14 15:31:14,914:INFO:ML Usecase: MLUsecase.TIME_SERIES
2024-04-14 15:31:14,914:INFO:version 3.3.0
2024-04-14 15:31:14,914:INFO:Initializing setup()
2024-04-14 15:31:14,914:INFO:self.USI: 5c67
2024-04-14 15:31:14,914:INFO:self._variable_keys: {'log_plots_param', 'gpu_n_jobs_param', 'X_test', 'USI', 'n_jobs_param', 'y_transformed', 'html_param', 'memory', 'exogenous_present', 'seasonality_present', 'X_test_transformed', 'exp_id', 'y_train', 'y_test_transformed', 'fh', 'exp_name_log', 'fold_generator', 'enforce_pi', 'X', 'y_train_transformed', 'all_sps_to_use', 'model_engines', 'X_transformed', 'idx', 'pipeline', 'enforce_exogenous', 'y', 'strictly_positive', 'data', 'candidate_sps', 'approach_type', '_available_plots', 'index_type', 'seed', 'significant_sps', 'gpu_param', 'logging_param', 'X_train_transformed', 'y_test', '_ml_usecase', 'X_train', 'significant_sps_no_harmonics', 'fold_param', 'primary_sp_to_use'}
2024-04-14 15:31:14,914:INFO:Checking environment
2024-04-14 15:31:14,914:INFO:python_version: 3.11.8
2024-04-14 15:31:14,914:INFO:python_build: ('main', 'Feb 26 2024 21:34:05')
2024-04-14 15:31:14,914:INFO:machine: AMD64
2024-04-14 15:31:14,914:INFO:platform: Windows-10-10.0.19044-SP0
2024-04-14 15:31:14,930:INFO:Memory: svmem(total=17179398144, available=9120792576, percent=46.9, used=8058605568, free=9120792576)
2024-04-14 15:31:14,930:INFO:Physical Core: 2
2024-04-14 15:31:14,930:INFO:Logical Core: 4
2024-04-14 15:31:14,930:INFO:Checking libraries
2024-04-14 15:31:14,930:INFO:System:
2024-04-14 15:31:14,930:INFO:    python: 3.11.8 | packaged by Anaconda, Inc. | (main, Feb 26 2024, 21:34:05) [MSC v.1916 64 bit (AMD64)]
2024-04-14 15:31:14,930:INFO:executable: C:\Users\biauser\anaconda3\envs\python311\python.exe
2024-04-14 15:31:14,930:INFO:   machine: Windows-10-10.0.19044-SP0
2024-04-14 15:31:14,930:INFO:PyCaret required dependencies:
2024-04-14 15:31:14,930:INFO:                 pip: 23.3.1
2024-04-14 15:31:14,930:INFO:          setuptools: 68.2.2
2024-04-14 15:31:14,930:INFO:             pycaret: 3.3.0
2024-04-14 15:31:14,930:INFO:             IPython: 8.22.2
2024-04-14 15:31:14,930:INFO:          ipywidgets: 8.1.2
2024-04-14 15:31:14,930:INFO:                tqdm: 4.66.2
2024-04-14 15:31:14,930:INFO:               numpy: 1.25.2
2024-04-14 15:31:14,930:INFO:              pandas: 2.1.4
2024-04-14 15:31:14,930:INFO:              jinja2: 3.1.3
2024-04-14 15:31:14,930:INFO:               scipy: 1.11.4
2024-04-14 15:31:14,930:INFO:              joblib: 1.3.2
2024-04-14 15:31:14,930:INFO:             sklearn: 1.4.1.post1
2024-04-14 15:31:14,930:INFO:                pyod: 1.1.3
2024-04-14 15:31:14,930:INFO:            imblearn: 0.12.0
2024-04-14 15:31:14,930:INFO:   category_encoders: 2.6.3
2024-04-14 15:31:14,930:INFO:            lightgbm: 4.3.0
2024-04-14 15:31:14,930:INFO:               numba: 0.58.1
2024-04-14 15:31:14,930:INFO:            requests: 2.31.0
2024-04-14 15:31:14,930:INFO:          matplotlib: 3.7.5
2024-04-14 15:31:14,930:INFO:          scikitplot: 0.3.7
2024-04-14 15:31:14,930:INFO:         yellowbrick: 1.5
